"id","Protein.Name","Accession.Number","Molecular.Weight","Protein.Group.Score","Identified.Peptide.Count","Quantitative.Value","UniprotID","Gene_name","Description","Q11.1D","Q11.2D","Q11.3D","Q11.3D.R2","Q12.1D","Q12.2D","Q12.3D","Q12.3D.R2","Q13.1D","Q13.2D","Q13.3D","Q13.3D.R2","Q14.1D","Q14.2D","Q14.3D","Q15.1D","Q15.2D","Q15.3D","R71.1D","R71.2D","R71.3D","R72.1D","R72.2D","R72.3D","R73.1D","R73.2D","R73.3D","R74.1D","R74.2D","R74.3D","R75.1D","R75.2D","R75.3D","logFC_Fish.Oil.Diet_vs_Control.Diet","CI.L_Fish.Oil.Diet_vs_Control.Diet","CI.R_Fish.Oil.Diet_vs_Control.Diet","AveExpr_Fish.Oil.Diet_vs_Control.Diet","t_Fish.Oil.Diet_vs_Control.Diet","B_Fish.Oil.Diet_vs_Control.Diet","P.Value_Fish.Oil.Diet_vs_Control.Diet","adj.P.Val_Fish.Oil.Diet_vs_Control.Diet","sig.PVal_Fish.Oil.Diet_vs_Control.Diet","sig.FDR_Fish.Oil.Diet_vs_Control.Diet"
"119","sp|Q62234|MYOM1_MOUSE Myomesin-1 OS=Mus musculus OX=10090 GN=Myom1 PE=1 SV=2","MYOM1_MOUSE","185 kDa",0.999926108,54,NA,"Q62234","Myom1","Myomesin-1",27.0641316579594,27.1256432841862,27.1489502869688,26.9674240047026,26.7688446081421,26.8226967846076,26.6964809853728,26.7473439822799,27.1980499680095,27.2113876090128,27.1247062724597,27.5210107354281,27.8325824050668,27.8988833713117,27.7993904193047,27.2838262555004,27.2691528305592,27.2198441354257,26.2608197291379,26.3118429933591,25.953823842018,26.3766949773235,26.3158960080692,26.2547512404008,26.3322979555103,26.1909367391108,26.2101825185135,26.1843747514293,26.1192195906816,26.0392393119989,26.5293660717016,26.5108047960313,26.3911991205125,-0.940145001185581,-1.14491451489726,-0.735375487473903,26.7782363406696,-9.34365683257571,14.2428057914402,9.27938710944247e-11,6.09487016961107e-09,0,0
"120","sp|A2AQ07|TBB1_MOUSE Tubulin beta-1 chain OS=Mus musculus OX=10090 GN=Tubb1 PE=1 SV=1","TBB1_MOUSE","50 kDa",0.999925115,11,NA,"A2AQ07","Tubb1","Tubulin beta-1 chain",18.85591415977,19.8501246516203,19.093058616584,18.4408839449359,21.4947051849723,21.6332735781429,21.0185414911523,21.7139072638185,21.4189096728308,20.5570090236377,20.5528216382211,20.5092952568933,19.9582174411417,21.1028108451244,19.7632529349721,21.6203034602323,21.7351217481714,21.6272998017203,20.4902838417682,21.3345720728346,21.307106291441,22.3423465643001,22.5701574206794,21.7872149896336,22.5977187292525,22.5599347436824,22.4748459699582,21.2429048127246,21.3170036902597,21.6341748967718,21.6078387653874,21.7776174023766,22.1471123778752,1.20464157604407,0.583387027580399,1.82589612450774,21.1556449479663,3.94699993249001,-1.01878986618349,0.000397440723474424,0.00206583397633288,1,1
"121","sp|Q9QXX4|CMC2_MOUSE Calcium-binding mitochondrial carrier protein Aralar2 OS=Mus musculus OX=10090 GN=Slc25a13 PE=1 SV=1","CMC2_MOUSE","74 kDa",0.999924648,26,NA,"Q9QXX4","Slc25a13","Calcium-binding mitochondrial carrier protein Aralar2",27.6932655123527,27.6839814117859,27.7409837369609,27.6295818802311,27.6868908143405,27.7537697398668,27.8620481854099,27.8135450287734,27.6372068703231,27.6814139491898,27.7624636246137,27.7683428705846,27.7429968813244,27.7506759951575,27.8017597820824,27.8816098517263,27.8625795045967,27.8412451644764,27.6733129090461,27.6683362844619,27.687998429227,27.7627240934282,27.7757799972899,27.8335361284192,27.7912061785533,27.8382969844957,27.8183905069587,27.7595387225527,27.7837587804277,27.7573323845082,27.9200519792143,27.8887980696497,27.9482591867112,0.0385791087853491,-0.0322292581236765,0.109387475694375,27.7727782254164,1.10880442376576,-6.93853185621545,0.275591143740825,0.413744626187525,0,0
"122","sp|Q8VHX6|FLNC_MOUSE Filamin-C OS=Mus musculus OX=10090 GN=Flnc PE=1 SV=3","FLNC_MOUSE","291 kDa",0.999924332,81,NA,"Q8VHX6","Flnc","Filamin-C",27.4177730785125,27.441059592784,27.5651102951503,27.4497578447587,26.9961318899381,26.9951961643478,27.1289671066503,27.1056697395237,27.4135273993974,27.4497956619523,27.5154520360762,27.5228102757255,27.8582782678868,27.8903389507353,27.9076487556618,27.380182407663,27.415512377687,27.4064391859303,27.2337253938619,27.1993236599703,27.1273636384713,27.1993109915303,27.0620366552991,27.0090007973748,26.8282528428002,26.7690273556134,28.3556042842952,29.2131423076119,26.9468018961168,26.8989433804308,27.0453604789256,26.9828981984723,26.9415705087853,-0.182489786828338,-0.52098659139301,0.156007017736334,27.3536973763618,-1.09739466108179,-6.95096376708679,0.280516175551082,0.418962143329523,0,0
"123","sp|E9Q4Z2|ACACB_MOUSE Acetyl-CoA carboxylase 2 OS=Mus musculus OX=10090 GN=Acacb PE=1 SV=1","ACACB_MOUSE","276 kDa",0.999924247,46,NA,"E9Q4Z2","Acacb","Acetyl-CoA carboxylase 2",24.7819991277058,24.6703335077778,24.7071693671132,24.5726300616484,24.6695553317018,24.8252961893265,24.7828515320707,24.7261473886612,24.7960202803922,24.7645365646928,24.7690565822554,24.7546364060747,24.6239085550781,24.6461291684897,24.5771601753273,24.7550939458538,24.796432782549,24.6835551381939,24.7675397782026,24.627718590805,24.7075290984887,24.7749320049449,24.8743455092397,24.7944779538147,24.6543674369785,24.7474423231292,24.7204728542223,24.6460454976512,24.628716907361,24.5934770985815,24.7335924034724,24.8302288508088,24.6529857134495,0.000118573359323193,-0.0702305596786113,0.0704677063972577,24.7168601250322,0.00343017053250733,-7.55872974155404,0.997283935359101,0.997864612515232,0,0
"124","sp|Q91VD9|NDUS1_MOUSE NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial OS=Mus musculus OX=10090 GN=Ndufs1 PE=1 SV=2","NDUS1_MOUSE","80 kDa",0.9999242,37,NA,"Q91VD9","Ndufs1","NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial",30.9688075395313,31.0107124173711,30.9413193104711,30.9702646628967,30.8923114357201,30.9115147490072,30.9217740342566,30.8874603137297,30.9527955322083,31.0181365548736,31.0084007825981,30.9238917116414,30.8028395105288,30.8023992567491,30.773394757547,31.0222056164009,31.0443983722099,30.9952483804852,30.7668478640451,30.8368709172717,30.6932115965912,30.7821871346053,30.7415001319713,30.7282670288071,30.7846025735576,30.7452410528751,30.7407623682841,30.8290001295744,30.7966639148097,30.8015033749036,30.8140294069057,30.7319946452923,30.7649041997923,-0.165487296171253,-0.228664096553325,-0.102310495789182,30.860771553864,-5.33082432133032,2.94429828203436,7.10201053648178e-06,6.16360674187157e-05,0,0
"125","sp|Q60936|COQ8A_MOUSE Atypical kinase COQ8A, mitochondrial OS=Mus musculus OX=10090 GN=Coq8a PE=1 SV=2","COQ8A_MOUSE","72 kDa",0.999924118,15,NA,"Q60936","Coq8a","Atypical kinase COQ8A, mitochondrial",26.8408260928432,26.6231103372343,26.3241454589456,26.9392824721903,26.4020272821061,26.3943332806547,26.4064186514381,26.2316016983622,26.6190186660443,26.5864708721636,26.3765900332533,26.2667530956365,26.1134549022582,26.1754423439489,25.9900035814291,26.6930668855879,26.4682313822528,26.4153879133514,26.2128952215221,26.2361281040367,26.0980869244883,26.2763142725979,26.2803633593983,26.3082530460614,26.2838603513527,26.2871009264937,26.2801564373122,26.242715778694,26.0915895262073,26.2666759668071,26.1737095435469,26.1068753646393,26.0985515306741,-0.220790740283462,-0.359923178411109,-0.0816583021558154,26.3366497364707,-3.22953352518178,-2.90760551091232,0.00281997153285433,0.0104349778872587,0,0
"126","sp|Q8K010|OPLA_MOUSE 5-oxoprolinase OS=Mus musculus OX=10090 GN=Oplah PE=1 SV=1","OPLA_MOUSE","138 kDa",0.99992407,31,NA,"Q8K010","Oplah","5-oxoprolinase",24.9357043267904,24.833319371087,24.7875725995282,24.8263390621717,24.6605471342871,24.7574700138639,24.85106891883,24.7535646113298,24.9207317415692,25.0462068730595,25.2715978463624,24.9508693650782,24.7398904172632,24.6831857012009,24.7435584286888,24.5666717999563,24.6318750666796,24.5124186871694,25.3674901534896,25.1417041183605,25.2758257331236,24.9258748408818,24.8072703251859,25.0303680684182,24.6108926809197,24.7437931224762,24.7068871445097,24.7050676345205,24.7180011668023,24.8093976112407,24.7047014601244,24.7035152722692,24.8212431100014,0.0674359425484887,-0.0805566397771376,0.215428524874115,24.8346855880982,0.927339632586092,-7.12252604391485,0.360534615553204,0.50506303390633,0,0
"127","sp|Q9CQN1|TRAP1_MOUSE Heat shock protein 75 kDa, mitochondrial OS=Mus musculus OX=10090 GN=Trap1 PE=1 SV=1","TRAP1_MOUSE","80 kDa",0.999923287,26,NA,"Q9CQN1","Trap1","Heat shock protein 75 kDa, mitochondrial",27.5599040696229,27.6403701256541,27.1051968873943,27.1279102238662,27.7267002693936,27.7835112295032,27.6854808890838,27.6477843267996,27.7069733675649,27.7803263779609,27.7184761734209,28.0036458121638,27.7074515819175,27.873044661063,27.8224218315928,27.8290804670508,27.7764786417582,27.7030874436448,27.7641975388744,27.7158595103972,27.584761308304,27.8757185999709,27.8423782357751,27.7138447458126,27.7507660115769,27.5581350448726,27.6540423549578,27.6291744341721,27.8091064187136,27.6553566578656,27.8989211550051,27.8225448545897,27.7078338968,0.0545180300983255,-0.0787547643453645,0.187790824542015,27.7024389438528,0.83250334721517,-7.20630174947517,0.411154947582139,0.549040351811192,0,0
"128","sp|Q9D6R2|IDH3A_MOUSE Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial OS=Mus musculus OX=10090 GN=Idh3a PE=1 SV=1","IDH3A_MOUSE","40 kDa",0.999922863,16,NA,"Q9D6R2","Idh3a","Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial",29.8586474416741,29.8882420453549,29.9194088239863,29.8163416134683,29.7399338555932,29.8344991016182,29.9353921605846,29.6981317520378,29.8367495718032,29.9147222786577,29.9821334853409,29.8545112418501,29.6470759517334,29.6183197926844,29.6849713968915,29.8935041407683,29.9164310987142,30.0549148616485,29.8462604060778,29.6722023367465,29.9686741019431,29.6860174825945,29.6771093140534,29.8224905027675,29.6403041380425,29.6716213746122,29.8992940197927,29.7820045225051,29.9571213310153,29.9936091385914,29.8018632474528,29.8767037341227,29.9942794608997,-0.0192480267193851,-0.114969654490238,0.076473601051468,29.8298025977463,-0.409226241450762,-7.4728958416963,0.685037803763513,0.780187731279955,0,0
"129","sp|A6X935|ITIH4_MOUSE Inter alpha-trypsin inhibitor, heavy chain 4 OS=Mus musculus OX=10090 GN=Itih4 PE=1 SV=2","ITIH4_MOUSE","105 kDa",0.999921822,21,NA,"A6X935","Itih4","Inter alpha-trypsin inhibitor, heavy chain 4",24.272127218209,24.4240139086194,24.1844278325201,24.1780050233376,23.8995081318046,23.8381440187409,23.9226344105712,23.929369412902,24.7600252227363,24.7816997239581,24.8596738230059,24.746114003006,25.4711542435652,25.4577818746232,25.5266481497311,25.0031341424537,24.9344276457928,25.0159329109087,25.0515164231664,24.9684791185309,24.8086720793246,25.0010572375497,24.9412320537744,24.9152053583994,25.6512334236324,25.4656144504346,25.5425550051704,26.6264841999217,26.7989585949267,26.5673719053076,26.9351722792781,26.9528362915341,26.805440531201,1.17963183589425,0.680675291228094,1.6785883805604,25.1586863832921,4.81240992326022,1.424936683074,3.29545708776431e-05,0.0002364686714208,1,1
"130","sp|Q9D0F9|PGM1_MOUSE Phosphoglucomutase-1 OS=Mus musculus OX=10090 GN=Pgm1 PE=1 SV=4","PGM1_MOUSE","61 kDa",0.999921742,28,NA,"Q9D0F9","Pgm1","Phosphoglucomutase-1",30.3101563468389,30.3889119243568,30.5639898058771,30.360113238266,30.1695456806865,30.2321283214364,30.3828046564204,30.2323452282404,30.1772919996953,30.2322918450465,30.354792973622,30.244331557426,30.1361863797758,30.2353072038513,30.3212875753733,30.1326555532379,30.1473522114646,30.2325783948987,30.2432628215512,30.2760272609281,30.2856182146344,30.4036890717072,30.4053142972508,30.501350554619,30.3836871732097,30.4183501068146,30.4671135111275,30.3296917567425,30.3738358026246,30.3992193848181,30.2879863357025,30.2850990107431,30.3752740719326,0.0926973529318502,0.0126175520210795,0.172777153842621,30.3118057657854,2.35576348134889,-4.92479736606082,0.024626860458151,0.061091525085027,0,0
"131","sp|O35639|ANXA3_MOUSE Annexin A3 OS=Mus musculus OX=10090 GN=Anxa3 PE=1 SV=4","ANXA3_MOUSE","36 kDa",0.999921713,13,NA,"O35639","Anxa3","Annexin A3",24.8158687985399,24.5362699183037,24.1397485202753,24.6591538687496,24.7721809870003,24.5502202193625,24.2556860234492,24.4893079223143,24.3810328161166,24.4084143326721,24.1343511969967,24.2753710081144,24.5577252555407,24.4445643722277,24.1567980559678,24.6021886682545,24.4329082508847,24.1758119838257,24.3095320758258,24.2116874136652,23.8973226276149,24.3231871397178,24.1679601823024,24.0073656947015,24.144205587711,24.1174829166113,23.9420606232638,24.2008952610167,24.1989578543179,24.0486984902923,24.2882156142425,24.0349914063208,23.8812929377776,-0.314387511563243,-0.449408852960255,-0.179366170166232,24.2897411522417,-4.73860169277436,1.2214969564906,4.0406139809044e-05,0.000282745142973698,0,0
"132","sp|Q99PT1|GDIR1_MOUSE Rho GDP-dissociation inhibitor 1 OS=Mus musculus OX=10090 GN=Arhgdia PE=1 SV=3","GDIR1_MOUSE","23 kDa",0.999921607,9,NA,"Q99PT1","Arhgdia","Rho GDP-dissociation inhibitor 1",25.262409851111,24.9765814016385,24.8516082811696,25.1500460730011,25.2739726549157,25.2236199031396,25.6133524975771,25.2229411594109,25.1336033463367,25.0841361704539,25.5809898053766,25.4560904354727,25.0272078744267,24.9433259601509,25.5602544648124,24.9544936180401,25.0002355120125,25.5190152397768,24.8940664790973,25.1016348835997,25.3920722618409,24.9847086038268,25.1705586320704,25.5909016350047,25.0598192389889,25.4004273578918,25.5599759753609,25.2471822489534,24.9638902619494,25.422604538693,25.0588027448641,25.0130010830668,25.4199375279919,0.00564532883429436,-0.164281385381492,0.17557204305008,25.2155596279401,0.0676106204999281,-7.55638684253991,0.946506707036728,0.967599711119966,0,0
"133","sp|Q99LC3|NDUAA_MOUSE NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial OS=Mus musculus OX=10090 GN=Ndufa10 PE=1 SV=1","NDUAA_MOUSE","41 kDa",0.999921492,16,NA,"Q99LC3","Ndufa10","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial",28.9284802803721,28.986374311484,29.021700715773,28.9745875988164,28.734000355786,28.7724016268079,28.6971012318002,28.7106703584469,28.8936726054487,28.9046660023741,28.7043565316158,28.7275579624971,28.5650200784205,28.7151692279015,28.5021908222493,28.9730081334862,28.8186078547849,28.7851779846296,28.5539261330534,28.7036317618463,28.5133225202077,28.4978355475135,28.6334784727432,28.4220910541966,28.7033984364423,28.5820955106851,28.4682819964834,28.7223563166835,28.717940282574,28.5664527079607,28.745249917972,28.6375259440871,28.6032922463648,-0.19609383689545,-0.29549403694953,-0.0966936368413698,28.7116855312578,-4.01480099507007,-0.82696106019454,0.000325846281911577,0.00173744604192704,0,0
"134","sp|Q9CQ91|NDUA3_MOUSE NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 3 OS=Mus musculus OX=10090 GN=Ndufa3 PE=1 SV=1","NDUA3_MOUSE","9 kDa",0.999921022,3,NA,"Q9CQ91","Ndufa3","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 3",25.674576309621,25.5149576778719,25.0738399286738,25.8362796576294,25.5455335267785,25.4587024151471,25.0584790734126,25.0557829365007,25.559927622329,25.5174396795391,25.7423790954545,25.3760738555897,25.7476051127723,25.2926099235946,25.0473731542291,25.7835911562003,25.7443633651109,25.7810200145173,25.484397114915,25.5734663651028,25.5779759423511,25.4087772298856,25.4748437546598,25.569915018614,25.6304794723286,25.4880488011387,25.4992939812818,25.6098701439023,25.5813470159158,25.6919688079964,25.5786301968578,25.6585393001236,25.5556702299537,0.0694074191700089,-0.0844380936468813,0.223252931986899,25.5210229660606,0.918138924105479,-7.13103010628961,0.36525900826376,0.508967470531469,0,0
"135","sp|P47738|ALDH2_MOUSE Aldehyde dehydrogenase, mitochondrial OS=Mus musculus OX=10090 GN=Aldh2 PE=1 SV=1","ALDH2_MOUSE","57 kDa",0.999920348,18,NA,"P47738","Aldh2","Aldehyde dehydrogenase, mitochondrial",28.7030111343436,28.7442127690413,28.8231884502819,28.7336017791032,28.5893254330728,28.5988027979367,28.4092506349544,28.4528650216784,28.7980198981126,28.860535043382,28.7479833345653,28.6560203871278,28.419955719287,28.4332932829296,28.3026804588124,28.5204920587637,28.5499360734091,28.4387814981632,28.7144633504419,28.7460928839197,28.5440365719165,28.7229468599287,28.6946027048798,28.5574014307876,28.5450977643457,28.3920351644006,28.3077134339595,28.5661814918856,28.6151534167918,28.4786660745723,28.6329050272647,28.5971588238454,28.5300059643466,-0.0227001455011866,-0.134343124076649,0.0889428330742753,28.5886792950985,-0.413794356692147,-7.47097374465322,0.681722182352529,0.777769399700745,0,0
"136","sp|O88441|MTX2_MOUSE Metaxin-2 OS=Mus musculus OX=10090 GN=Mtx2 PE=1 SV=1","MTX2_MOUSE","30 kDa",0.999920276,6,NA,"O88441","Mtx2","Metaxin-2",24.6970433939818,24.8354815422236,25.2792362492473,24.9594647676142,24.4594352058409,24.5760142582452,24.6777490276314,24.4769869479741,24.4838767133429,24.6461310633204,24.782821349097,24.4480224474741,24.4467805579829,24.5661839647705,24.7802917575119,24.7179947029447,24.3738292650706,24.8500160227318,24.7055508807703,24.7571295151652,24.8859974530255,24.6731556700535,24.7767269571295,24.8567926852521,24.5770484039275,24.6479030632484,24.9864251577875,24.7505353166784,24.9521319971736,24.9204847229392,24.8810757942112,24.9298414828241,25.1314385327426,0.158962551250479,0.0173551127163937,0.300569989784564,24.7421089960586,2.28452594426369,-5.07062284147599,0.0289558569429289,0.0699101307978818,0,0
"137","sp|Q8VDU5|SNRK_MOUSE SNF-related serine/threonine-protein kinase OS=Mus musculus OX=10090 GN=Snrk PE=1 SV=1","SNRK_MOUSE","82 kDa",0.999920074,3,NA,"Q8VDU5","Snrk","SNF-related serine/threonine-protein kinase",19.6725456636461,20.2047060750241,20.1475917631073,20.2005673057312,18.9079073211412,18.8469496538092,20.4358416609349,20.2267290835122,20.1391348005407,20.4306771766558,21.0569098428133,21.2544819021072,19.6744060028464,19.3626964330592,20.2014130380258,18.909260417885,19.8021667114814,20.0464681936631,19.7961244697167,20.1567403054057,21.4367852212401,19.3735659061493,21.3054959935758,21.2411848173795,19.922743531379,19.9194041557885,19.6251869251101,20.2893037432702,20.5491212088733,20.5404005487847,19.6419115618794,20.3126007285331,20.6729179547071,0.345540635564845,-0.112692324805477,0.803773595935167,20.1304224278114,1.53494089008254,-6.38968838488513,0.134456527437092,0.237372855402075,0,0
"138","sp|P11499|HS90B_MOUSE Heat shock protein HSP 90-beta OS=Mus musculus OX=10090 GN=Hsp90ab1 PE=1 SV=3","HS90B_MOUSE","83 kDa",0.999919573,38,NA,"P11499","Hsp90ab1","Heat shock protein HSP 90-beta",29.4453173450822,29.4828780291047,29.3108791945011,29.3576577668003,29.5651412766172,29.5757210043888,29.6292394830948,29.5487904605812,29.4988247734412,29.5129639930915,29.5786301278428,29.4766500369166,29.6029832556145,29.5836803498118,29.5756487230182,29.5909624495553,29.5344227922198,29.5753215018392,29.3740043588242,29.4295968836691,29.308896140268,29.5590836854342,29.5121591729411,29.5853281694965,29.4550562463918,29.391072667846,29.4154143494426,29.4203952775424,29.3497292680861,29.391213229402,29.5518576290462,29.423427311832,29.5071936243195,-0.0797999414484245,-0.152372525162064,-0.00722735773478467,29.4884891084261,-2.23777967499897,-5.16455005794445,0.0321573814190043,0.0763833510891037,0,0
"139","sp|Q9JI39|ABCBA_MOUSE ATP-binding cassette sub-family B member 10, mitochondrial OS=Mus musculus OX=10090 GN=Abcb10 PE=1 SV=1","ABCBA_MOUSE","77 kDa",0.999919321,13,NA,"Q9JI39","Abcb10","ATP-binding cassette sub-family B member 10, mitochondrial",23.2674822082566,22.8692770528275,22.9322544149362,23.0439139582316,22.9192543326769,22.8399964277613,22.1400350282345,22.8781326106112,23.1106994491308,23.2881515900497,23.3083409333934,23.4113011087669,24.1409226342112,23.8230491129035,23.4935853709705,22.409815115791,23.1938937268556,22.9048569073056,22.6157186621254,22.2919815708229,22.5326347912837,22.8160078317334,22.8137905282847,22.7277007451168,22.8434429538022,22.8626122826795,22.6120188097237,22.756650075008,22.8686293854119,22.8103375043109,22.9502217849042,22.9518410064975,22.7670830423318,-0.361675378559454,-0.61628888022603,-0.107061876892878,22.9453222108167,-2.89103982457334,-3.73500243571332,0.00677389538539997,0.0215838562996758,0,0
"140","sp|Q9JHU4|DYHC1_MOUSE Cytoplasmic dynein 1 heavy chain 1 OS=Mus musculus OX=10090 GN=Dync1h1 PE=1 SV=2","DYHC1_MOUSE","532 kDa",0.999919206,77,NA,"Q9JHU4","Dync1h1","Cytoplasmic dynein 1 heavy chain 1",25.9423797795684,25.9260612127847,26.1753315073695,26.0462976549975,25.786459824701,25.738681118948,26.0868015897871,25.8378305685282,25.8940367317669,25.9477861049537,25.9595449763261,25.9282102712056,26.0220428334889,26.1126771621619,26.1671982515922,25.9673389536525,25.9810949927603,26.0028997565271,25.8729869856608,26.0184981460022,25.876218133762,26.0252805614295,26.0246108448251,25.9369749272531,26.0068028223068,26.0079000743305,26.0726087283485,25.8992292735917,26.0079027857728,25.9284594303272,26.0866059763546,25.9765422519194,25.9234256430442,0.00412125615525483,-0.0773080734680182,0.0855505857785279,25.975355147759,0.102999730094583,-7.55328480111912,0.918591330172942,0.949082038820689,0,0
